UID,DATETIME,10m_rainfall,1hr_rainfall,3hr_rainfall,rainfallobservation_position_lat,rainfallobservation_position_lon,gutter_level,gutter_height,gutter_position_lat,gutter_position_lon,river_level,bridge_name,riverobservation_position_lat,riverobservation_position_lon,danger_level
7_I,2023-08-24 00:36:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:37:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.233,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:38:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.234,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:39:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:40:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:41:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:42:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:43:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.236,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:44:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:45:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:46:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.236,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:47:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:48:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:49:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.236,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:50:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.236,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:51:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:52:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:53:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:54:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:55:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:56:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.237,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:57:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:58:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.234,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 00:59:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.234,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:00:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:01:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:02:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:03:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:04:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.234,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:05:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.234,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:06:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.234,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:07:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.234,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:08:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.234,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:09:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:10:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.235,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:11:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.233,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:12:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.234,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:13:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.233,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:14:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.233,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:15:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.233,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:16:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.233,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:17:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.233,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:18:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.232,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:19:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.232,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:20:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.232,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:21:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.233,Sebyeong,35.196918,129.082638,0
7_I,2023-08-24 01:22:00,0.0,0.0,1.5,35.192586,129.088421,0,670,35.192586,129.088421,0.232,Sebyeong,35.196918,129.082638,0
